Roster,Time_Out,Origin,Route,Destination,Time_In,Days,Operating Hrs,Layover Hrs,Meal Hrs,Dead Hrs,Operating Dist,Dead Dist,Fuel Cost,Bus Hrs Cost,Tot Roster Cost,Tot Closure Cost,Type
52,15:35,Wollongong Station,27SC,Port Kembla Station,15:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,15:53,Port Kembla Station,27SC,Wollongong Station,16:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,16:55,Wollongong Station,27SC,Port Kembla Station,17:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,17:13,Port Kembla Station,27SC,Wollongong Station,17:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,18:15,Wollongong Station,27SC,Port Kembla Station,18:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,18:33,Port Kembla Station,27SC,Wollongong Station,18:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,18:50,Meal Break Start,MB,Meal Break End,19:20,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
52,19:35,Wollongong Station,27SC,Port Kembla Station,19:51,Sat 01-Jul-2023,0:16,0:15,,,10.096,0,,,,,
52,19:53,Port Kembla Station,27SC,Wollongong Station,20:09,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,20:55,Wollongong Station,27SC,Port Kembla Station,21:11,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,21:13,Port Kembla Station,27SC,Wollongong Station,21:29,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,22:15,Wollongong Station,27SC,Port Kembla Station,22:31,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,22:33,Port Kembla Station,27SC,Wollongong Station,22:49,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,23:35,Wollongong Station,27SC,Port Kembla Station,23:51,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,23:53,Port Kembla Station,27SC,Wollongong Station,24:09:00,Sat 01-Jul-2023,0:16,0:02,,,10.973,0,,,,,
52,24:55:00,Wollongong Station,27SC,Port Kembla Station,25:11:00,Sat 01-Jul-2023,0:16,0:46,,,10.096,0,,,,,
52,25:16:00,Port Kembla Station,Dead,Helensberg,25:50:00,Sat 01-Jul-2023,,0:05,,0:34,0,43.284,,,,,
,,,,Roster_Total,20:11,,7:44,10:27,1:00,2:10,305.062,156.73,$283.74 ,"$2,493.83 ","$2,777.57 ","$114,995.73 ",bus
,,,,,,,,,,,,,,,,,
55,3:59,Helensberg,Dead,Otford Station,4:07,Sat 01-Jul-2023,,0:05,,0:08,0,5.813,,,,,
55,4:12,Otford Station,48SC,Charles Harper Park,4:34,Sat 01-Jul-2023,0:22,0:00,,,4,0,,,,,
55,5:01,Charles Harper Park,48SC,Helensburgh Station,5:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,5:33,Helensburgh Station,48SC,Otford Station,6:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,6:12,Otford Station,48SC,Charles Harper Park,6:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,7:01,Charles Harper Park,48SC,Helensburgh Station,7:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,7:33,Helensburgh Station,48SC,Otford Station,8:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,8:12,Otford Station,48SC,Charles Harper Park,8:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,9:01,Charles Harper Park,48SC,Helensburgh Station,9:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,9:33,Helensburgh Station,48SC,Otford Station,10:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,10:12,Otford Station,48SC,Charles Harper Park,10:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,11:01,Charles Harper Park,48SC,Helensburgh Station,11:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,11:33,Helensburgh Station,48SC,Otford Station,12:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,12:12,Otford Station,48SC,Charles Harper Park,12:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,13:01,Charles Harper Park,48SC,Helensburgh Station,13:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,13:33,Helensburgh Station,48SC,Otford Station,14:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,14:12,Otford Station,48SC,Charles Harper Park,14:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,15:01,Charles Harper Park,48SC,Helensburgh Station,15:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,15:06,Helensburgh Station,48SC,Helensberg,15:13,Sat 01-Jul-2023,,0:00,,0:07,0,4.461,,,,,
55,15:25,Helensberg,48SC,Helensburgh Station,15:28,Sat 01-Jul-2023,,0:05,,0:08,0,5.813,,,,,
55,15:33,Helensburgh Station,48SC,Otford Station,16:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,16:12,Otford Station,48SC,Charles Harper Park,16:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,17:01,Charles Harper Park,48SC,Helensburgh Station,17:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,17:33,Helensburgh Station,48SC,Otford Station,18:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,18:12,Otford Station,48SC,Charles Harper Park,18:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,19:01,Charles Harper Park,48SC,Helensburgh Station,19:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,19:33,Helensburgh Station,48SC,Otford Station,20:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,20:12,Otford Station,48SC,Charles Harper Park,20:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,21:01,Charles Harper Park,48SC,Helensburgh Station,21:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
55,21:33,Helensburgh Station,48SC,Otford Station,22:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
55,22:12,Otford Station,48SC,Charles Harper Park,22:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,23:13,Charles Harper Park,48SC,Helensburgh Station,23:18,Sat 01-Jul-2023,0:05,0:39,,,2.758,0,,,,,
55,23:45,Helensburgh Station,48SC,Otford Station,24:06:00,Sat 01-Jul-2023,0:21,0:27,,,6.604,0,,,,,
55,24:12:00,Otford Station,48SC,Charles Harper Park,24:34:00,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,25:13:00,Charles Harper Park,48SC,Helensburgh Station,25:18:00,Sat 01-Jul-2023,0:05,0:39,,,2.758,0,,,,,
55,25:45:00,Helensburgh Station,48SC,Otford Station,26:06:00,Sat 01-Jul-2023,0:21,0:27,,,6.604,0,,,,,
55,26:12:00,Otford Station,48SC,Charles Harper Park,26:34:00,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
55,27:13:00,Charles Harper Park,48SC,Helensburgh Station,27:18:00,Sat 01-Jul-2023,0:05,0:39,,,2.758,0,,,,,
55,27:23:00,Helensburgh Station,Dead,Helensberg,27:30:00,Sat 01-Jul-2023,,0:05,,0:07,0,4.461,,,,,
,,,,Roster_Total,23:31,,11:03,12:18,0:00,0:30,153.74,20.548,$121.37 ,"$3,057.17 ","$3,178.54 ","$118,174.27 ",bus
,,,,,,,,,,,,,,,,,
56,4:21,Helensberg,Dead,Helensburgh Station,4:28,Sat 01-Jul-2023,,0:05,,0:07,0,4.263,,,,,
56,4:33,Helensburgh Station,48SC,Parkes St Opp Charles Harper Park,4:39,Sat 01-Jul-2023,0:06,0:00,,,2.717,0,,,,,
56,4:44,Parkes St Opp Charles Harper Park,48SC,Otford Station,5:06,Sat 01-Jul-2023,0:22,0:05,,,3.887,0,,,,,
56,5:12,Otford Station,48SC,Charles Harper Park,5:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,6:01,Charles Harper Park,48SC,Helensburgh Station,6:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,6:33,Helensburgh Station,48SC,Otford Station,7:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,7:12,Otford Station,48SC,Charles Harper Park,7:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,8:01,Charles Harper Park,48SC,Helensburgh Station,8:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,8:33,Helensburgh Station,48SC,Otford Station,9:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,9:12,Otford Station,48SC,Charles Harper Park,9:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,10:01,Charles Harper Park,48SC,Helensburgh Station,10:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,10:33,Helensburgh Station,48SC,Otford Station,11:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,11:12,Otford Station,48SC,Charles Harper Park,11:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,12:01,Charles Harper Park,48SC,Helensburgh Station,12:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,12:33,Helensburgh Station,48SC,Otford Station,13:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,13:12,Otford Station,48SC,Charles Harper Park,13:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,14:01,Charles Harper Park,48SC,Helensburgh Station,14:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,14:33,Helensburgh Station,48SC,Otford Station,15:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,15:12,Otford Station,48SC,Charles Harper Park,15:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,16:01,Charles Harper Park,48SC,Helensburgh Station,16:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,16:06,Helensburgh Station,48SC,Helensberg,16:09,Sat 01-Jul-2023,,0:00,,0:03,0,1.667,,,,,
56,16:30,Helensberg,48SC,Helensburgh Station,16:28,Sat 01-Jul-2023,,0:05,,0:03,0,1.633,,,,,
56,16:33,Helensburgh Station,48SC,Otford Station,17:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,17:12,Otford Station,48SC,Charles Harper Park,17:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,18:01,Charles Harper Park,48SC,Helensburgh Station,18:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,18:33,Helensburgh Station,48SC,Otford Station,19:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,19:12,Otford Station,48SC,Charles Harper Park,19:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,20:01,Charles Harper Park,48SC,Helensburgh Station,20:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,20:33,Helensburgh Station,48SC,Otford Station,21:06,Sat 01-Jul-2023,0:33,0:27,,,6.604,0,,,,,
56,21:12,Otford Station,48SC,Charles Harper Park,21:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,22:01,Charles Harper Park,48SC,Helensburgh Station,22:06,Sat 01-Jul-2023,0:05,0:27,,,2.758,0,,,,,
56,22:45,Helensburgh Station,48SC,Otford Station,23:06,Sat 01-Jul-2023,0:21,0:39,,,6.604,0,,,,,
56,23:12,Otford Station,48SC,Charles Harper Park,23:34,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,24:13:00,Charles Harper Park,48SC,Helensburgh Station,24:18:00,Sat 01-Jul-2023,0:05,0:39,,,2.758,0,,,,,
56,24:45:00,Helensburgh Station,48SC,Otford Station,25:06:00,Sat 01-Jul-2023,0:21,0:27,,,6.604,0,,,,,
56,25:12:00,Otford Station,48SC,Charles Harper Park,25:34:00,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,26:13:00,Charles Harper Park,48SC,Helensburgh Station,26:18:00,Sat 01-Jul-2023,0:05,0:39,,,2.758,0,,,,,
56,26:45:00,Helensburgh Station,48SC,Otford Station,27:06:00,Sat 01-Jul-2023,0:21,0:27,,,6.604,0,,,,,
56,27:12:00,Otford Station,48SC,Charles Harper Park,27:34:00,Sat 01-Jul-2023,0:22,0:06,,,4,0,,,,,
56,27:44:00,Parkes St Opp Charles Harper Park,48SC,Otford Station,28:06:00,Sat 01-Jul-2023,0:22,0:10,,,3.887,0,,,,,
56,28:11:00,Otford Station,Dead,Helensberg,28:19:00,Sat 01-Jul-2023,,0:05,,0:08,0,5.813,,,,,
,,,,Roster_Total,23:58,,11:36,12:12,0:00,0:21,161.473,13.376,$126.95 ,"$3,115.67 ","$3,242.61 ","$121,416.88 ",bus
,,,,,,,,,,,,,,,,,
100,4:50,Helensberg,Dead,Central Station,6:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
100,7:00,Central Station,WAD,Central Station,11:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
100,11:01,Meal Break Start,MB,Meal Break End,11:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
100,11:32,Central Station,WAD,Central Station,15:00,Sat 01-Jul-2023,3:28,0:01,,,0,0,,,,,
100,15:05,Central Station,Dead,Helensberg,17:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,12:15,,7:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,527.50 ","$1,610.79 ","$123,027.67 ",coach
,,,,,,,,,,,,,,,,,
101,12:50,Helensberg,Dead,Central Station,14:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
101,15:00,Central Station,WAD,Central Station,19:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
101,19:01,Meal Break Start,MB,Meal Break End,19:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
101,19:32,Central Station,WAD,Central Station,25:00:00,Sat 01-Jul-2023,5:28,0:01,,,0,0,,,,,
101,25:05:00,Central Station,Dead,Helensberg,27:05:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,14:15,,9:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,787.50 ","$1,870.79 ","$124,898.46 ",coach
,,,,,,,,,,,,,,,,,
102,4:50,Helensberg,Dead,Central Station,6:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
102,7:00,Central Station,WAD,Central Station,10:30,Sat 01-Jul-2023,3:30,0:00,,,0,0,,,,,
102,10:31,Meal Break Start,MB,Meal Break End,11:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
102,11:02,Central Station,WAD,Central Station,15:00,Sat 01-Jul-2023,3:58,0:01,,,0,0,,,,,
102,15:05,Central Station,Dead,Helensberg,17:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,12:15,,7:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,527.50 ","$1,610.79 ","$126,509.25 ",coach
,,,,,,,,,,,,,,,,,
103,12:50,Helensberg,Dead,Central Station,14:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
103,15:00,Central Station,WAD,Central Station,19:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
103,19:01,Meal Break Start,MB,Meal Break End,19:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
103,19:32,Central Station,WAD,Central Station,25:00:00,Sat 01-Jul-2023,5:28,0:01,,,0,0,,,,,
103,25:05:00,Central Station,Dead,Helensberg,27:05:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,14:15,,9:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,787.50 ","$1,870.79 ","$128,380.04 ",coach
,,,,,,,,,,,,,,,,,
104,4:50,Helensberg,Dead,Central Station,6:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
104,7:00,Central Station,WAD,Central Station,10:00,Sat 01-Jul-2023,3:00,0:00,,,0,0,,,,,
104,10:01,Meal Break Start,MB,Meal Break End,10:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
104,10:32,Central Station,WAD,Central Station,15:00,Sat 01-Jul-2023,4:28,0:01,,,0,0,,,,,
104,15:05,Central Station,Dead,Helensberg,17:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,12:15,,7:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,527.50 ","$1,610.79 ","$129,990.82 ",coach
,,,,,,,,,,,,,,,,,
105,12:50,Helensberg,Dead,Central Station,14:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
105,15:00,Central Station,WAD,Central Station,18:30,Sat 01-Jul-2023,3:30,0:00,,,0,0,,,,,
105,18:31,Meal Break Start,MB,Meal Break End,19:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
105,19:02,Central Station,WAD,Central Station,25:00:00,Sat 01-Jul-2023,5:58,0:01,,,0,0,,,,,
105,25:05:00,Central Station,Dead,Helensberg,27:05:00,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,14:15,,9:28,0:12,0:30,2:00,0,112.552,$83.29 ,"$1,787.50 ","$1,870.79 ","$131,861.61 ",coach
,,,,,,,,,,,,,,,,,
106,11:50,Helensberg,Dead,Central Station,13:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
106,14:00,Central Station,WAD,Central Station,19:00,Sat 01-Jul-2023,5:00,0:00,,,0,0,,,,,
106,19:05,Central Station,Dead,Helensberg,21:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,9:15,,5:00,0:10,0:00,2:00,0,112.552,$83.29 ,"$1,202.50 ","$1,285.79 ","$133,147.40 ",coach
,,,,,,,,,,,,,,,,,
107,11:50,Helensberg,Dead,Central Station,13:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
107,14:00,Central Station,WAD,Central Station,19:00,Sat 01-Jul-2023,5:00,0:00,,,0,0,,,,,
107,19:05,Central Station,Dead,Helensberg,21:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,9:15,,5:00,0:10,0:00,2:00,0,112.552,$83.29 ,"$1,202.50 ","$1,285.79 ","$134,433.19 ",coach
,,,,,,,,,,,,,,,,,
108,11:50,Helensberg,Dead,Central Station,13:55,Sat 01-Jul-2023,,0:05,,1:00,0,54.643,,,,,
108,14:00,Central Station,WAD,Central Station,19:00,Sat 01-Jul-2023,5:00,0:00,,,0,0,,,,,
108,19:05,Central Station,Dead,Helensberg,21:05,Sat 01-Jul-2023,,0:05,,1:00,0,57.909,,,,,
,,,,Roster_Total,9:15,,5:00,0:10,0:00,2:00,0,112.552,$83.29 ,"$1,202.50 ","$1,285.79 ","$135,718.98 ",coach
,,,,,,,,,,,,,,,,,
110,6:31,Helensberg,Dead,Sutherland Station,6:55,Sat 01-Jul-2023,,0:05,,0:24,0,26.384,,,,,
110,7:00,Sutherland Station,WAD,Sutherland Station,10:00,Sat 01-Jul-2023,3:00,0:00,,,0,0,,,,,
110,10:01,Meal Break Start,MB,Meal Break End,10:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
110,10:32,Sutherland Station,WAD,Sutherland Station,15:00,Sat 01-Jul-2023,4:28,0:01,,,0,0,,,,,
110,15:05,Sutherland Station,Dead,Helensberg,15:29,Sat 01-Jul-2023,,0:05,,0:24,0,25.076,,,,,
,,,,Roster_Total,8:58,,7:28,0:12,0:30,0:48,0,51.46,$38.08 ,"$1,100.67 ","$1,138.75 ","$136,857.73 ",coach
,,,,,,,,,,,,,,,,,
111,14:31,Helensberg,Dead,Sutherland Station,14:55,Sat 01-Jul-2023,,0:05,,0:24,0,26.384,,,,,
111,15:00,Sutherland Station,WAD,Sutherland Station,19:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
111,19:01,Meal Break Start,MB,Meal Break End,19:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
111,19:32,Sutherland Station,WAD,Sutherland Station,25:00:00,Sat 01-Jul-2023,5:28,0:01,,,0,0,,,,,
111,25:05:00,Sutherland Station,Dead,Helensberg,25:29:00,Sat 01-Jul-2023,,0:05,,0:24,0,25.076,,,,,
,,,,Roster_Total,10:58,,9:28,0:12,0:30,0:48,0,51.46,$38.08 ,"$1,360.67 ","$1,398.75 ","$138,256.47 ",coach
,,,,,,,,,,,,,,,,,
112,6:36,Helensberg,Dead,Thirroul Station,6:55,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
112,7:00,Thirroul Station,WAD,Thirroul Station,10:00,Sat 01-Jul-2023,3:00,0:00,,,0,0,,,,,
112,10:01,Meal Break Start,MB,Meal Break End,10:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
112,10:32,Thirroul Station,WAD,Thirroul Station,15:00,Sat 01-Jul-2023,4:28,0:01,,,0,0,,,,,
112,15:05,Thirroul Station,Dead,Helensberg,15:24,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,8:48,,7:28,0:12,0:30,0:38,0,42.751,$31.64 ,"$1,079 ","$1,110.64 ","$139,367.11 ",bus
,,,,,,,,,,,,,,,,,
113,14:36,Helensberg,Dead,Thirroul Station,14:55,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
113,15:00,Thirroul Station,WAD,Thirroul Station,19:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
113,19:01,Meal Break Start,MB,Meal Break End,19:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
113,19:32,Thirroul Station,WAD,Thirroul Station,25:00:00,Sat 01-Jul-2023,5:28,0:01,,,0,0,,,,,
113,25:05:00,Thirroul Station,Dead,Helensberg,25:24:00,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,10:48,,9:28,0:12,0:30,0:38,0,42.751,$31.64 ,"$1,339 ","$1,370.64 ","$140,737.74 ",coach
,,,,,,,,,,,,,,,,,
114,6:36,Helensberg,Dead,Thirroul Station,6:55,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
114,7:00,Thirroul Station,WAD,Thirroul Station,10:30,Sat 01-Jul-2023,3:30,0:00,,,0,0,,,,,
114,10:31,Meal Break Start,MB,Meal Break End,11:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
114,11:02,Thirroul Station,WAD,Thirroul Station,16:00,Sat 01-Jul-2023,4:58,0:01,,,0,0,,,,,
114,16:01,Meal Break Start,MB,Meal Break End,16:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
114,16:32,Thirroul Station,WAD,Thirroul Station,19:00,Sat 01-Jul-2023,2:28,0:01,,,0,0,,,,,
114,19:05,Thirroul Station,Dead,Helensberg,19:24,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,12:48,,10:56,0:14,1:00,0:38,0,42.751,$31.64 ,"$1,534 ","$1,565.64 ","$142,303.38 ",bus
,,,,,,,,,,,,,,,,,
115,6:36,Helensberg,Dead,Thirroul Station,6:55,Sat 01-Jul-2023,,0:05,,0:19,0,21.305,,,,,
115,7:00,Thirroul Station,WAD,Thirroul Station,14:00,Sat 01-Jul-2023,7:00,0:00,,,0,0,,,,,
115,14:05,Thirroul Station,Dead,Helensberg,14:24,Sat 01-Jul-2023,,0:05,,0:19,0,21.446,,,,,
,,,,Roster_Total,7:48,,7:00,0:10,0:00,0:38,0,42.751,$31.64 ,"$1,014 ","$1,045.64 ","$143,349.02 ",bus
,,,,,,,,,,,,,,,,,
116,6:24,Helensberg,Dead,Wollongong Station,6:55,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
116,7:00,Wollongong Station,WAD,Wollongong Station,10:00,Sat 01-Jul-2023,3:00,0:00,,,0,0,,,,,
116,10:01,Meal Break Start,MB,Meal Break End,10:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
116,10:32,Wollongong Station,WAD,Wollongong Station,15:00,Sat 01-Jul-2023,4:28,0:01,,,0,0,,,,,
116,15:05,Wollongong Station,Dead,Helensberg,15:36,Sat 01-Jul-2023,,0:05,,0:31,0,36.259,,,,,
,,,,Roster_Total,9:12,,7:28,0:12,0:30,1:02,0,71.34,$52.79 ,"$1,131 ","$1,183.79 ","$144,532.81 ",coach
,,,,,,,,,,,,,,,,,
117,14:24,Helensberg,Dead,Wollongong Station,14:55,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
117,15:00,Wollongong Station,WAD,Wollongong Station,18:30,Sat 01-Jul-2023,3:30,0:00,,,0,0,,,,,
117,18:31,Meal Break Start,MB,Meal Break End,19:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
117,19:02,Wollongong Station,WAD,Wollongong Station,25:00:00,Sat 01-Jul-2023,5:58,0:01,,,0,0,,,,,
117,25:05:00,Wollongong Station,Dead,Helensberg,25:36:00,Sat 01-Jul-2023,,0:05,,0:31,0,36.259,,,,,
,,,,Roster_Total,11:12,,9:28,0:12,0:30,1:02,0,71.34,$52.79 ,"$1,391 ","$1,443.79 ","$145,976.60 ",coach
,,,,,,,,,,,,,,,,,
118,6:24,Helensberg,Dead,Wollongong Station,6:55,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
118,7:00,Wollongong Station,WAD,Wollongong Station,10:30,Sat 01-Jul-2023,3:30,0:00,,,0,0,,,,,
118,10:31,Meal Break Start,MB,Meal Break End,11:01,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
118,11:02,Wollongong Station,WAD,Wollongong Station,15:00,Sat 01-Jul-2023,3:58,0:01,,,0,0,,,,,
118,15:05,Wollongong Station,Dead,Helensberg,15:36,Sat 01-Jul-2023,,0:05,,0:31,0,36.259,,,,,
,,,,Roster_Total,9:12,,7:28,0:12,0:30,1:02,0,71.34,$52.79 ,"$1,131 ","$1,183.79 ","$147,160.39 ",coach
,,,,,,,,,,,,,,,,,
119,14:24,Helensberg,Dead,Wollongong Station,14:55,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
119,15:00,Wollongong Station,WAD,Wollongong Station,19:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
119,19:01,Meal Break Start,MB,Meal Break End,19:31,Sat 01-Jul-2023,0:00,0:01,0:30,,0,0,,,,,
119,19:32,Wollongong Station,WAD,Wollongong Station,25:00:00,Sat 01-Jul-2023,5:28,0:01,,,0,0,,,,,
119,25:05:00,Wollongong Station,Dead,Helensberg,25:36:00,Sat 01-Jul-2023,,0:05,,0:31,0,36.259,,,,,
,,,,Roster_Total,11:12,,9:28,0:12,0:30,1:02,0,71.34,$52.79 ,"$1,391 ","$1,443.79 ","$148,604.18 ",coach
,,,,,,,,,,,,,,,,,
120,6:24,Helensberg,Dead,Wollongong Station,6:55,Sat 01-Jul-2023,,0:05,,0:31,0,35.081,,,,,
120,7:00,Wollongong Station,WAD,Wollongong Station,11:00,Sat 01-Jul-2023,4:00,0:00,,,0,0,,,,,
